scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
yönelmek-varmak,Sıkılmış hastalar bahçeye yönelmiş.,Sıkılmış hastalar bahçeye varmış.,Sıkılmış hastalar bahçeye yönelmemiş.,Sıkılmış hastalar bahçeye varmamış.,"Sıkılmış hastalar bahçeye yönelmiş, hatta varmış.","Sıkılmış hastalar bahçeye yönelmiş, belki de varmış.",Sıkılmış hastalar bahçeye yönelmiş ama varmamış.,"Sıkılmış hastalar bahçeye varmamış, hatta yönelmemiş bile.","Sıkılmış hastalar bahçeye varmamış, belki yönelmemiş bile.",Sıkılmış hastalar bahçeye varmamış ama yönelmiş.
yönelmek-varmak,Boya fırçasını aldığı hırdavatçıya yöneldi.,Boya fırçasını aldığı hırdavatçıya vardı.,Boya fırçasını aldığı hırdavatçıya yönelmedi.,Boya fırçasını aldığı hırdavatçıya varmadı.,"Boya fırçasını aldığı hırdavatçıya yöneldi, hatta vardı.","Boya fırçasını aldığı hırdavatçıya yöneldi, belki de vardı.",Boya fırçasını aldığı hırdavatçıya yöneldi ama varmadı.,"Boya fırçasını aldığı hırdavatçıya varmadı, hatta yönelmedi bile.","Boya fırçasını aldığı hırdavatçıya varmadı, belki yönelmedi bile.",Boya fırçasını aldığı hırdavatçıya varmadı ama yöneldi.
denemek-başarmak,Uzun pistte koşmayı denedi.,Uzun pistte koşmayı başardı.,Uzun pistte koşmayı denemedi.,Uzun pistte koşmayı başaramadı.,"Uzun pistte koşmayı denedi, hatta başardı.","Uzun pistte koşmayı denedi, belki de başardı.",Uzun pistte koşmayı denedi ama başaramadı.,"Uzun pistte koşmayı başaramadı, hatta denemedi bile.","Uzun pistte koşmayı başaramadı, belki denemedi bile.",Uzun pistte koşmayı başaramadı ama denedi.
denemek-başarmak,Kimya dersinden geçmeyi denedi.,Kimya dersinden geçmeyi başardı.,Kimya dersinden geçmeyi denemedi.,Kimya dersinden geçmeyi başaramadı.,"Kimya dersinden geçmeyi denedi, hatta başardı.","Kimya dersinden geçmeyi denedi, belki de başardı.",Kimya dersinden geçmeyi denedi ama başaramadı.,"Kimya dersinden geçmeyi başaramadı, hatta denemedi bile.","Kimya dersinden geçmeyi başaramadı, belki denemedi bile.",Kimya dersinden geçmeyi başaramadı ama denedi.
denemek-başarmak,Arkadaşlarına sahip çıkmayı denemişti.,Arkadaşlarına sahip çıkmayı başarmıştı.,Arkadaşlarına sahip çıkmayı denememişti.,Arkadaşlarına sahip çıkmayı başaramamıştı.,"Arkadaşlarına sahip çıkmayı denemişti, hatta başarmıştı.","Arkadaşlarına sahip çıkmayı denemişti, belki de başarmıştı.",Arkadaşlarına sahip çıkmayı denemişti ama başaramamıştı.,"Arkadaşlarına sahip çıkmayı başaramamıştı, hatta denememişti bile.","Arkadaşlarına sahip çıkmayı başaramamıştı, belki denememişti bile.",Arkadaşlarına sahip çıkmayı başaramamıştı ama denemişti.
denemek-başarmak,Girdiğimiz son savaşta zafer elde etmeyi denedik.,Girdiğimiz son savaşta zafer elde etmeyi başardık.,Girdiğimiz son savaşta zafer elde etmeyi denemedik.,Girdiğimiz son savaşta zafer elde etmeyi başaramadık.,"Girdiğimiz son savaşta zafer elde etmeyi denedik, hatta başardık.","Girdiğimiz son savaşta zafer elde etmeyi denedik, belki de başardık.",Girdiğimiz son savaşta zafer elde etmeyi denedik ama başaramadık.,"Girdiğimiz son savaşta zafer elde etmeyi başaramadık, hatta denemedik bile.","Girdiğimiz son savaşta zafer elde etmeyi başaramadık, belki denemedik bile.",Girdiğimiz son savaşta zafer elde etmeyi başaramadık ama denedik.
denemek-başarmak,Güne zinde başlamayı denediniz.,Güne zinde başlamayı başardınız.,Güne zinde başlamayı denemediniz.,Güne zinde başlamayı başaramadınız.,"Güne zinde başlamayı denediniz, hatta başardınız.","Güne zinde başlamayı denediniz, belki de başardınız.",Güne zinde başlamayı denediniz ama başaramadınız.,"Güne zinde başlamayı başaramadınız, hatta denemediniz bile.","Güne zinde başlamayı başaramadınız, belki denemediniz bile.",Güne zinde başlamayı başaramadınız ama denediniz.
denemek-başarmak,Sandalyeleri kısa zamanda tamir etmeyi denediniz.,Sandalyeleri kısa zamanda tamir etmeyi başardınız.,Sandalyeleri kısa zamanda tamir etmeyi denemediniz.,Sandalyeleri kısa zamanda tamir etmeyi başaramadınız.,"Sandalyeleri kısa zamanda tamir etmeyi denediniz, hatta başardınız.","Sandalyeleri kısa zamanda tamir etmeyi denediniz, belki de başardınız.",Sandalyeleri kısa zamanda tamir etmeyi denediniz ama başaramadınız.,"Sandalyeleri kısa zamanda tamir etmeyi başaramadınız, hatta denemediniz bile.","Sandalyeleri kısa zamanda tamir etmeyi başaramadınız, belki denemediniz bile.",Sandalyeleri kısa zamanda tamir etmeyi başaramadınız ama denediniz.
denemek-başarmak,Ağaçları yakalandıkları hastalıklardan kurtarmayı denedik.,Ağaçları yakalandıkları hastalıklardan kurtarmayı başardık.,Ağaçları yakalandıkları hastalıklardan kurtarmayı denemedik.,Ağaçları yakalandıkları hastalıklardan kurtarmayı başaramadık.,"Ağaçları yakalandıkları hastalıklardan kurtarmayı denedik, hatta başardık.","Ağaçları yakalandıkları hastalıklardan kurtarmayı denedik, belki de başardık.",Ağaçları yakalandıkları hastalıklardan kurtarmayı denedik ama başaramadık.,"Ağaçları yakalandıkları hastalıklardan kurtarmayı başaramadık, hatta denemedik bile.","Ağaçları yakalandıkları hastalıklardan kurtarmayı başaramadık, belki denemedik bile.",Ağaçları yakalandıkları hastalıklardan kurtarmayı başaramadık ama denedik.
denemek-başarmak,Yeni bir dil öğrenmeyi denedin.,Yeni bir dil öğrenmeyi başardın.,Yeni bir dil öğrenmeyi denemedin.,Yeni bir dil öğrenmeyi başaramadın.,"Yeni bir dil öğrenmeyi denedin, hatta başardın.","Yeni bir dil öğrenmeyi denedin, belki de başardın.",Yeni bir dil öğrenmeyi denedin ama başaramadın.,"Yeni bir dil öğrenmeyi başaramadın, hatta denemedin bile.","Yeni bir dil öğrenmeyi başaramadın, belki denemedin bile.",Yeni bir dil öğrenmeyi başaramadın ama denedin.
denemek-başarmak,İnsanları yargılamamayı denedin.,İnsanları yargılamayı başardın.,İnsanları yargılamayı denemedin.,İnsanları yargılamayı başaramadın.,"İnsanları yargılamamayı denedin, hatta başardın.","İnsanları yargılamamayı denedin, belki de başardın.",İnsanları yargılamamayı denedin ama başaramadın.,"İnsanları yargılamayı başaramadın, hatta denemedin bile.","İnsanları yargılamayı başaramadın, belki denemedin bile.",İnsanları yargılamayı başaramadın ama denedin.
denemek-başarmak,Nijerya'ya hızlıca gitmeyi denemiştiniz.,Nijerya'ya hızlıca gitmeyi başarmıştınız.,Nijerya'ya hızlıca gitmeyi denemiştiniz.,Nijerya'ya hızlıca gitmeyi başaramamıştınız.,"Nijerya'ya hızlıca gitmeyi denemiştiniz, hatta başarmıştınız.","Nijerya'ya hızlıca gitmeyi denemiştiniz, belki de başarmıştınız.",Nijerya'ya hızlıca gitmeyi denemiştiniz ama başaramamıştınız.,"Nijerya'ya hızlıca gitmeyi başaramamıştınız, hatta denemiştiniz bile.","Nijerya'ya hızlıca gitmeyi başaramamıştınız, belki denemiştiniz bile.",Nijerya'ya hızlıca gitmeyi başaramamıştınız ama denemiştiniz.
denemek-başarmak,Uçağa ilk binmeyi denediler.,Uçağa ilk binmeyi başardılar.,Uçağa ilk binmeyi denemediler.,Uçağa ilk binmeyi başaramadılar.,"Uçağa ilk binmeyi denediler, hatta başardılar.","Uçağa ilk binmeyi denediler, belki de başardılar.",Uçağa ilk binmeyi denediler ama başaramadılar.,"Uçağa ilk binmeyi başaramadılar, hatta denemediler bile.","Uçağa ilk binmeyi başaramadılar, belki denemediler bile.",Uçağa ilk binmeyi başaramadılar ama denediler.
denemek-başarmak,Sınıf grubunda şaka yapmayı denedi.,Sınıf grubunda şaka yapmayı başardı.,Sınıf grubunda şaka yapmayı denemedi.,Sınıf grubunda şaka yapmayı başaramadı.,"Sınıf grubunda şaka yapmayı denedi, hatta başardı.","Sınıf grubunda şaka yapmayı denedi, belki de başardı.",Sınıf grubunda şaka yapmayı denedi ama başaramadı.,"Sınıf grubunda şaka yapmayı başaramadı, hatta denemedi bile.","Sınıf grubunda şaka yapmayı başaramadı, belki denemedi bile.",Sınıf grubunda şaka yapmayı başaramadı ama denedi.
denemek-başarmak,Hayvanları korumayı denedik.,Hayvanları korumayı başardık.,Hayvanları korumayı denemedik.,Hayvanları korumayı başaramadık.,"Hayvanları korumayı denedik, hatta başardık.","Hayvanları korumayı denedik, belki de başardık.",Hayvanları korumayı denedik ama başaramadık.,"Hayvanları korumayı başaramadık, hatta denemedik bile.","Hayvanları korumayı başaramadık, belki denemedik bile.",Hayvanları korumayı başaramadık ama denedik.
denemek-başarmak,Köyümüz yangından kurtarmayı denedik.,Köyümüz yangından kurtarmayı başardık.,Köyümüz yangından kurtarmayı denemedik.,Köyümüz yangından kurtarmayı başaramadık.,"Köyümüz yangından kurtarmayı denedik, hatta başardık.","Köyümüz yangından kurtarmayı denedik, belki de başardık.",Köyümüz yangından kurtarmayı denedik ama başaramadık.,"Köyümüz yangından kurtarmayı başaramadık, hatta denemedik bile.","Köyümüz yangından kurtarmayı başaramadık, belki denemedik bile.",Köyümüz yangından kurtarmayı başaramadık ama denedik.
denemek-başarmak,Bir dakikada bütün suyu içmeyi denemişler.,Bir dakikada bütün suyu içmeyi başarmışlar.,Bir dakikada bütün suyu içmeyi denememişler.,Bir dakikada bütün suyu içmeyi başaramamışlar.,"Bir dakikada bütün suyu içmeyi denemişler, hatta başarmışlar.","Bir dakikada bütün suyu içmeyi denemişler, belki de başarmışlar.",Bir dakikada bütün suyu içmeyi denemişler ama başaramamışlar.,"Bir dakikada bütün suyu içmeyi başaramamışlar, hatta denememişler bile.","Bir dakikada bütün suyu içmeyi başaramamışlar, belki denememişler bile.",Bir dakikada bütün suyu içmeyi başaramamışlar ama denemişler.
denemek-başarmak,Tüm gün evde oturmayı denemiştik.,Tüm gün evde oturmayı başarmıştık.,Tüm gün evde oturmayı denemiştik.,Tüm gün evde oturmayı başaramamıştık.,"Tüm gün evde oturmayı denemiştik, hatta başarmıştık.","Tüm gün evde oturmayı denemiştik, belki de başarmıştık.",Tüm gün evde oturmayı denemiştik ama başaramamıştık.,"Tüm gün evde oturmayı başaramamıştık, hatta denemiştik bile.","Tüm gün evde oturmayı başaramamıştık, belki denemiştik bile.",Tüm gün evde oturmayı başaramamıştık ama denemiştik.
denemek-başarmak,Arabayla on saat yol gitmeyi denedim.,Arabayla on saat yol gitmeyi başardım.,Arabayla on saat yol gitmeyi denemedim.,Arabayla on saat yol gitmeyi başaramadım.,"Arabayla on saat yol gitmeyi denedim, hatta başardım.","Arabayla on saat yol gitmeyi denedim, belki de başardım.",Arabayla on saat yol gitmeyi denedim ama başaramadım.,"Arabayla on saat yol gitmeyi başaramadım, hatta denemedim bile.","Arabayla on saat yol gitmeyi başaramadım, belki denemedim bile.",Arabayla on saat yol gitmeyi başaramadım ama denedim.
denemek-başarmak,Her saat başı ilaç içmeyi denedin.,Her saat başı ilaç içmeyi başardın.,Her saat başı ilaç içmeyi denemedin.,Her saat başı ilaç içmeyi başaramadın.,"Her saat başı ilaç içmeyi denedin, hatta başardın.","Her saat başı ilaç içmeyi denedin, belki de başardın.",Her saat başı ilaç içmeyi denedin ama başaramadın.,"Her saat başı ilaç içmeyi başaramadın, hatta denemedin bile.","Her saat başı ilaç içmeyi başaramadın, belki denemedin bile.",Her saat başı ilaç içmeyi başaramadın ama denedin.
denemek-başarmak,Bana kötü davranan patronlarıma acımayı denedim.,Bana kötü davranan patronlarıma acımayı başardım.,Bana kötü davranan patronlarıma acımayı denemedim.,Bana kötü davranan patronlarıma acımayı başaramadım.,"Bana kötü davranan patronlarıma acımayı denedim, hatta başardım.","Bana kötü davranan patronlarıma acımayı denedim, belki de başardım.",Bana kötü davranan patronlarıma acımayı denedim ama başaramadım.,"Bana kötü davranan patronlarıma acımayı başaramadım, hatta denemedim bile.","Bana kötü davranan patronlarıma acımayı başaramadım, belki denemedim bile.",Bana kötü davranan patronlarıma acımayı başaramadım ama denedim.
denemek-başarmak,Bu kadar derdinin içinde mutlu olmayı denedi.,Bu kadar derdinin içinde mutlu olmayı başardı.,Bu kadar derdinin içinde mutlu olmayı denemedi.,Bu kadar derdinin içinde mutlu olmayı başaramadı.,"Bu kadar derdinin içinde mutlu olmayı denedi, hatta başardı.","Bu kadar derdinin içinde mutlu olmayı denedi, belki de başardı.",Bu kadar derdinin içinde mutlu olmayı denedi ama başaramadı.,"Bu kadar derdinin içinde mutlu olmayı başaramadı, hatta denemedi bile.","Bu kadar derdinin içinde mutlu olmayı başaramadı, belki denemedi bile.",Bu kadar derdinin içinde mutlu olmayı başaramadı ama denedi.
denemek-başarmak,Mor elbiseyi yeniden dikmeyi denediniz.,Mor elbiseyi yeniden dikmeyi başardınız.,Mor elbiseyi yeniden dikmeyi denemediniz.,Mor elbiseyi yeniden dikmeyi başaramadınız.,"Mor elbiseyi yeniden dikmeyi denediniz, hatta başardınız.","Mor elbiseyi yeniden dikmeyi denediniz, belki de başardınız.",Mor elbiseyi yeniden dikmeyi denediniz ama başaramadınız.,"Mor elbiseyi yeniden dikmeyi başaramadınız, hatta denemediniz bile.","Mor elbiseyi yeniden dikmeyi başaramadınız, belki denemediniz bile.",Mor elbiseyi yeniden dikmeyi başaramadınız ama denediniz.
denemek-başarmak,Yarın gelecek kargoları bugün teslim almayı denediniz.,Yarın gelecek kargoları bugün teslim almayı başardınız.,Yarın gelecek kargoları bugün teslim almayı denemediniz.,Yarın gelecek kargoları bugün teslim almayı başaramadınız.,"Yarın gelecek kargoları bugün teslim almayı denediniz, hatta başardınız.","Yarın gelecek kargoları bugün teslim almayı denediniz, belki de başardınız.",Yarın gelecek kargoları bugün teslim almayı denediniz ama başaramadınız.,"Yarın gelecek kargoları bugün teslim almayı başaramadınız, hatta denemediniz bile.","Yarın gelecek kargoları bugün teslim almayı başaramadınız, belki denemediniz bile.",Yarın gelecek kargoları bugün teslim almayı başaramadınız ama denediniz.
denemek-başarmak,Asırlardır süren geleneği yıkmayı denedin.,Asırlardır süren geleneği yıkmayı başardın.,Asırlardır süren geleneği yıkmayı denemedin.,Asırlardır süren geleneği yıkmayı başaramadın.,"Asırlardır süren geleneği yıkmayı denedin, hatta başardın.","Asırlardır süren geleneği yıkmayı denedin, belki de başardın.",Asırlardır süren geleneği yıkmayı denedin ama başaramadın.,"Asırlardır süren geleneği yıkmayı başaramadın, hatta denemedin bile.","Asırlardır süren geleneği yıkmayı başaramadın, belki denemedin bile.",Asırlardır süren geleneği yıkmayı başaramadın ama denedin.
denemek-başarmak,Yakındaki restoranlarda boş yer bulmayı denediler.,Yakındaki restoranlarda boş yer bulmayı başardılar.,Yakındaki restoranlarda boş yer bulmayı denemediler.,Yakındaki restoranlarda boş yer bulmayı başaramadılar.,"Yakındaki restoranlarda boş yer bulmayı denediler, hatta başardılar.","Yakındaki restoranlarda boş yer bulmayı denediler, belki de başardılar.",Yakındaki restoranlarda boş yer bulmayı denediler ama başaramadılar.,"Yakındaki restoranlarda boş yer bulmayı başaramadılar, hatta denemediler bile.","Yakındaki restoranlarda boş yer bulmayı başaramadılar, belki denemediler bile.",Yakındaki restoranlarda boş yer bulmayı başaramadılar ama denediler.
denemek-başarmak,Yanındaki bisküvileri yemeyi denedi.,Yanındaki bisküvileri yemeyi başardı.,Yanındaki bisküvileri yemeyi denemedi.,Yanındaki bisküvileri yemeyi başaramadı.,"Yanındaki bisküvileri yemeyi denedi, hatta başardı.","Yanındaki bisküvileri yemeyi denedi, belki de başardı.",Yanındaki bisküvileri yemeyi denedi ama başaramadı.,"Yanındaki bisküvileri yemeyi başaramadı, hatta denemedi bile.","Yanındaki bisküvileri yemeyi başaramadı, belki denemedi bile.",Yanındaki bisküvileri yemeyi başaramadı ama denedi.
denemek-başarmak,Yukarı çıkan merdivenlerden inmeyi denemiştiniz.,Yukarı çıkan merdivenlerden inmeyi başarmıştınız.,Yukarı çıkan merdivenlerden inmeyi denemiştiniz.,Yukarı çıkan merdivenlerden inmeyi başaramamıştınız.,"Yukarı çıkan merdivenlerden inmeyi denemiştiniz, hatta başarmıştınız.","Yukarı çıkan merdivenlerden inmeyi denemiştiniz, belki de başarmıştınız.",Yukarı çıkan merdivenlerden inmeyi denemiştiniz ama başaramamıştınız.,"Yukarı çıkan merdivenlerden inmeyi başaramamıştınız, hatta denemiştiniz bile.","Yukarı çıkan merdivenlerden inmeyi başaramamıştınız, belki denemiştiniz bile.",Yukarı çıkan merdivenlerden inmeyi başaramamıştınız ama denemiştiniz.
denemek-başarmak,Siyah arabayı geçmeyi denemiştim.,Siyah arabayı geçmeyi başarmıştım.,Siyah arabayı geçmeyi denemiştim.,Siyah arabayı geçmeyi başaramamıştım.,"Siyah arabayı geçmeyi denemiştim, hatta başarmıştım.","Siyah arabayı geçmeyi denemiştim, belki de başarmıştım.",Siyah arabayı geçmeyi denemiştim ama başaramamıştım.,"Siyah arabayı geçmeyi başaramamıştım, hatta denemiştim bile.","Siyah arabayı geçmeyi başaramamıştım, belki denemiştim bile.",Siyah arabayı geçmeyi başaramamıştım ama denemiştim.
denemek-başarmak,Hasta arkadaşlarını tedavi etmeyi denemişti.,Hasta arkadaşlarını tedavi etmeyi başarmıştı.,Hasta arkadaşlarını tedavi etmeyi denememişti.,Hasta arkadaşlarını tedavi etmeyi başaramamıştı.,"Hasta arkadaşlarını tedavi etmeyi denemişti, hatta başarmıştı.","Hasta arkadaşlarını tedavi etmeyi denemişti, belki de başarmıştı.",Hasta arkadaşlarını tedavi etmeyi denemişti ama başaramamıştı.,"Hasta arkadaşlarını tedavi etmeyi başaramamıştı, hatta denememişti bile.","Hasta arkadaşlarını tedavi etmeyi başaramamıştı, belki denememişti bile.",Hasta arkadaşlarını tedavi etmeyi başaramamıştı ama denemişti.
