ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
2,55,4,attempt-succeed ,You succeeded in starting the day energetically.,You attempted to start the day energetically.,entailment,0
2,55,5,attempt-succeed ,You didn't succeed in starting the day energetically.,You didn't attempt to start the day energetically.,neutral,1
2,55,6,attempt-succeed ,You attempted to start the day energetically.,You succeeded in starting the day energetically.,neutral,1
2,55,7,attempt-succeed ,You succeeded in starting the day energetically.,You didn't attempt to start the day energetically.,contradiction,2
2,55,8,attempt-succeed ,You didn't attempt to start the day energetically.,You succeeded in starting the day energetically.,contradiction,2
3,432,1,some-most,Some cities have clean streets.,Most cities do not have clean streets.,implicature,3
3,432,2,some-most,Most cities do not have clean streets.,Some cities have clean streets.,implicature,3
3,432,3,some-most,None of the cities have clean streets.,Most cities do not have clean streets.,entailment,0
3,432,4,some-most,Most cities have clean streets.,Some cities have clean streets.,entailment,0
3,432,5,some-most,Most cities do not have clean streets.,None of the cities have clean streets.,neutral,1
3,432,6,some-most,Some cities have clean streets.,Most cities have clean streets.,neutral,1
3,432,7,some-most,Most cities have clean streets.,None of the cities have clean streets.,contradiction,2
3,432,8,some-most,None of the cities have clean streets.,Most cities have clean streets.,contradiction,2
2,292,1,agree-adopt ,They agreed with the new legal regulations.,They did not adopt the new legal regulations.,implicature,3
2,292,2,agree-adopt ,They did not adopt the new legal regulations.,They agreed with the new legal regulations.,implicature,3
2,292,3,agree-adopt ,They did not agree with the new legal regulations.,They did not adopt the new legal regulations.,entailment,0
2,292,4,agree-adopt ,They adopted the new legal regulations.,They agreed with the new legal regulations.,entailment,0
2,292,5,agree-adopt ,They did not adopt the new legal regulations.,They did not agree with the new legal regulations.,neutral,1
2,292,6,agree-adopt ,They agreed with the new legal regulations.,They adopted the new legal regulations.,neutral,1
2,292,7,agree-adopt ,They adopted the new legal regulations.,They did not agree with the new legal regulations.,contradiction,2
2,292,8,agree-adopt ,They did not agree with the new legal regulations.,They adopted the new legal regulations.,contradiction,2
2,130,1,learn-master ,You learned about making great memories.,You didn't master making great memories.,implicature,3
2,130,2,learn-master ,You didn't master making great memories.,You learned about making great memories.,implicature,3
2,130,3,learn-master ,You didn't learn about making great memories.,You didn't master making great memories.,entailment,0
2,130,4,learn-master ,You mastered making great memories.,You learned about making great memories.,entailment,0
2,130,5,learn-master ,You didn't master making great memories.,You didn't learn about making great memories.,neutral,1
2,130,6,learn-master ,You learned about making great memories.,You mastered making great memories.,neutral,1
2,130,7,learn-master ,You mastered making great memories.,You didn't learn about making great memories.,contradiction,2
2,130,8,learn-master ,You didn't learn about making great memories.,You mastered making great memories.,contradiction,2
2,204,1,start-finish ,The students in the class started to do the end-of-term assignment.,The students in the class did not finish doing the end-of-term assignment.,implicature,3
2,204,2,start-finish ,The students in the class did not finish doing the end-of-term assignment.,The students in the class started to do the end-of-term assignment.,implicature,3
2,204,3,start-finish ,The students in the class did not start to do the end-of-term assignment.,The students in the class did not finish doing the end-of-term assignment.,entailment,0
2,204,4,start-finish ,The students in the class finished doing the end-of-term assignment.,The students in the class started to do the end-of-term assignment.,entailment,0
2,204,5,start-finish ,The students in the class did not finish doing the end-of-term assignment.,The students in the class did not start to do the end-of-term assignment.,neutral,1
2,204,6,start-finish ,The students in the class started to do the end-of-term assignment.,The students in the class finished doing the end-of-term assignment.,neutral,1
2,204,7,start-finish ,The students in the class finished doing the end-of-term assignment.,The students in the class did not start to do the end-of-term assignment.,contradiction,2
2,204,8,start-finish ,The students in the class did not start to do the end-of-term assignment.,The students in the class finished doing the end-of-term assignment.,contradiction,2
3,178,1,some-all,Some museums were closed.,All museums were not closed.,implicature,3
3,178,2,some-all,All museums were not closed.,Some museums were closed.,implicature,3
3,178,3,some-all,No museums were closed.,All museums were not closed.,entailment,0
3,178,4,some-all,All museums were closed.,Some museums were closed.,entailment,0
3,178,5,some-all,All museums were not closed.,No museums were closed.,neutral,1
3,178,6,some-all,Some museums were closed.,All museums were closed.,neutral,1
3,178,7,some-all,All museums were closed.,No museums were closed.,contradiction,2
3,178,8,some-all,No museums were closed.,All museums were closed.,contradiction,2
1,169,1,reasonable-marvelous ,The shampoo company's quality perception is reasonable.,The shampoo company's quality perception is not marvelous.,implicature,3
1,169,2,reasonable-marvelous ,The shampoo company's quality perception is not marvelous.,The shampoo company's quality perception is reasonable.,implicature,3
1,169,3,reasonable-marvelous ,The shampoo company's quality perception is not reasonable.,The shampoo company's quality perception is not marvelous.,entailment,0
1,169,4,reasonable-marvelous ,The shampoo company's quality perception is marvelous.,The shampoo company's quality perception is reasonable.,entailment,0
1,169,5,reasonable-marvelous ,The shampoo company's quality perception is not marvelous.,The shampoo company's quality perception is not reasonable.,neutral,1
1,169,6,reasonable-marvelous ,The shampoo company's quality perception is reasonable.,The shampoo company's quality perception is marvelous.,neutral,1
1,169,7,reasonable-marvelous ,The shampoo company's quality perception is marvelous.,The shampoo company's quality perception is not reasonable.,contradiction,2
1,169,8,reasonable-marvelous ,The shampoo company's quality perception is not reasonable.,The shampoo company's quality perception is marvelous.,contradiction,2
5,87,1,three-five,The children have five balls.,The children don't have seven balls.,implicature,3
5,87,2,three-five,The children don't have more than five balls.,The children have five balls.,implicature,3
5,87,3,three-five,The children don't have five balls.,The children don't have seven balls.,entailment,0
5,87,4,three-five,The children have seven balls.,The children have five balls.,entailment,0
5,87,5,three-five,The children don't have seven balls.,The children don't have five balls.,neutral,1
5,87,6,three-five,The children have five balls.,The children have seven balls.,neutral,1
5,87,7,three-five,The children have seven balls.,The children don't have five balls.,contradiction,2
5,87,8,three-five,The children don't have five balls.,The children have seven balls.,contradiction,2
5,87,9,three-five-c,The children don't have five balls.,The children have fewer than five balls.,implicature,3
5,87,10,three-five-c,The children don't have five balls.,The children have at most four balls.,implicature,3
